Stretch,,Slack,
203.9460082,3120.875243,207.2224546,3118.230445
203.5260955,3114.32462,206.8833544,3111.680864
203.106401,3107.773986,206.5445582,3105.131223
202.686982,3101.223337,206.2057569,3098.581534
202.2678933,3094.672669,205.8666323,3092.031811
201.84919,3088.121978,205.5268684,3085.482069
201.4309223,3081.571261,205.1861583,3078.932324
201.013136,3075.020515,204.8442045,3072.382591
200.5958714,3068.469737,204.5007295,3065.832888
200.1791631,3061.918925,204.1554833,3059.28323
199.7630415,3055.368076,203.8082384,3052.733633
199.3475237,3048.81719,203.4588013,3046.184111
198.9326242,3042.266265,203.107011,3039.634678
198.5183485,3035.715301,202.7527386,3033.085346
198.1046944,3029.164298,202.3958871,3026.536126
197.6916541,3022.613257,202.0363931,3019.987027
197.2820102,3016.062179,201.6742218,3013.438057
196.8743315,3009.511065,201.3097364,3006.88922
196.466972,3002.959916,200.9477444,3000.340521
196.0598905,2996.408734,200.5837682,2993.791963
195.6530446,2989.857522,200.2167658,2987.243545
195.2464041,2983.306282,199.8467826,2980.695267
194.8399393,2976.755015,199.4738867,2974.147128
194.43363,2970.203722,199.0981622,2967.599124
194.0274648,2963.652407,198.7197083,2961.051253
193.6214404,2957.10107,198.3386347,2954.503509
193.2155632,2950.549712,197.9550554,2947.95589
192.8098473,2943.998335,197.5690897,2941.40839
192.404315,2937.446937,197.1808546,2934.861006
191.9989954,2930.89552,196.7904607,2928.313733
191.5939273,2924.344083,196.3980194,2921.766569
191.1891531,2917.792624,196.0036296,2915.219511
190.7850852,2911.241144,195.6073891,2908.672556
190.3862827,2904.689639,195.2093802,2902.125702
189.9881054,2898.138108,194.8096867,2895.578948
189.5905888,2891.586549,194.4083803,2889.032293
189.1937669,2885.034959,194.0101589,2882.485735
188.7976701,2878.483337,193.6130341,2875.939274
188.4023245,2871.931679,193.2145493,2869.39291
188.0077543,2865.379983,192.8147289,2862.846641
187.6139794,2858.828247,192.41359,2856.300467
187.2210156,2852.276468,192.0111474,2849.754386
186.8288741,2845.724645,191.6074159,2843.208398
186.4375639,2839.172775,191.2024135,2836.6625
186.0470903,2832.620857,190.7961558,2830.116691
185.657451,2826.06889,190.3886643,2823.570968
185.2686427,2819.516873,189.9799671,2817.025328
184.8806582,2812.964805,189.5700901,2810.479768
184.4934864,2806.412685,189.1590703,2803.934284
184.107111,2799.860514,188.7469471,2797.388873
183.7215156,2793.308292,188.3337652,2790.84353
183.3366763,2786.756019,187.9195722,2784.298251
182.9525719,2780.203696,187.5044222,2777.753032
182.5691751,2773.651324,187.0883677,2771.207868
182.1864566,2767.098904,186.6714642,2764.662753
181.8043873,2760.546437,186.2537681,2758.117685
181.4229352,2753.993924,185.8353348,2751.572657
181.0420704,2747.441368,185.4162156,2745.027667
180.6617578,2740.888768,184.9964586,2738.482711
180.2819705,2734.336127,184.5761085,2731.937784
179.9026763,2727.783446,184.1552076,2725.392884
179.5238518,2721.230726,183.7337867,2718.848009
179.1454691,2714.67797,183.3118762,2712.303155
178.767509,2708.125178,182.8894996,2705.758322
178.3899528,2701.572352,182.4666691,2699.213509
178.0127868,2695.019493,182.0433987,2692.668714
177.6359968,2688.466602,181.6196908,2686.123939
177.259577,2681.91368,181.1955457,2679.579183
176.8835229,2675.360729,180.7709593,2673.034448
176.5078309,2668.80775,180.3459234,2666.489734
176.1325025,2662.254743,179.9204301,2659.945043
175.7575402,2655.70171,179.4944665,2653.400376
175.3829452,2649.148651,179.0680242,2646.855736
175.0087254,2642.595566,178.641093,2640.311124
174.6348844,2636.042457,178.2136632,2633.76654
174.2614283,2629.489323,177.7857303,2627.221987
173.8883612,2622.936166,177.3572923,2620.677465
173.5156879,2616.382985,176.9283501,2614.132975
173.1434116,2609.82978,176.4989087,2607.588517
172.7715336,2603.276553,176.0689775,2601.044091
172.4000555,2596.723302,175.6385691,2594.499695
172.0289721,2590.170028,175.2076982,2587.955331
171.6582848,2583.616731,174.7763833,2581.410996
171.2879861,2577.063412,174.3446472,2574.86669
170.918071,2570.510069,173.9125098,2568.32241
170.5485303,2563.956705,173.4799953,2561.778156
170.1793532,2557.403318,173.0471283,2555.233927
169.810529,2550.849909,172.6139307,2548.68972
169.4420432,2544.296478,172.1804281,2542.145535
169.0738823,2537.743027,171.7466372,2535.60137
168.7060301,2531.189555,171.3125829,2529.057225
168.3384677,2524.636063,170.8782799,2522.513098
167.9711757,2518.082552,170.4437458,2515.96899
167.6041346,2511.529022,170.0089967,2509.424899
167.2373245,2504.975476,169.5740458,2502.880824
166.8707224,2498.421913,169.1389043,2496.336766
166.5043086,2491.868336,168.703584,2489.792725
166.1380594,2485.314744,168.2680952,2483.248699
165.7719532,2478.76114,167.832449,2476.704689
165.4059732,2472.207524,167.3966525,2470.160695
165.0400989,2465.653897,166.9607167,2463.616716
164.6743136,2459.100262,166.5246487,2457.072753
164.3086042,2452.546619,166.0884553,2450.528805
163.9429614,2445.992969,165.6521458,2443.984872
163.5773767,2439.439313,165.2157242,2437.440954
163.211848,2432.885653,164.779194,2430.897051
162.8463772,2426.331989,164.342558,2424.353164
162.4809692,2419.778322,163.9058154,2417.809292
162.115634,2413.224652,163.468963,2411.265435
161.7503878,2406.670981,163.0319932,2404.721595
161.3852492,2400.117307,162.5948971,2398.177771
161.0202383,2393.56363,162.1576601,2391.633963
160.6553837,2387.009952,161.720267,2385.090174
160.2907124,2380.45627,161.2826983,2378.546404
159.926256,2373.902583,160.8449323,2372.002652
159.5620433,2367.348892,160.4069424,2365.458921
159.198107,2360.795194,159.9687072,2358.915211
158.8344799,2354.241488,159.5301982,2352.371523
158.4711898,2347.687771,159.091391,2345.827857
158.1082647,2341.134043,158.6522608,2339.284215
157.7457334,2334.5803,158.2127863,2332.740596
157.3836172,2328.02654,157.7729461,2326.197001
157.0219388,2321.472762,157.3327272,2319.653431
156.6607171,2314.918963,156.8921141,2313.109885
156.2999663,2308.36514,156.4511005,2306.566364
155.9397006,2301.811292,156.0096822,2300.022866
155.5799303,2295.257416,155.5678572,2293.479392
155.2206646,2288.703511,155.1256333,2286.93594
154.8619132,2282.149575,154.6830164,2280.39251
154.5036785,2275.595607,154.2400192,2273.849101
154.1459683,2269.041605,153.7966541,2267.305711
153.7887842,2262.487569,153.3529385,2260.762339
153.4321274,2255.933498,152.9088914,2254.218985
153.0760007,2249.379391,152.464532,2247.675646
152.7203976,2242.825249,152.0198794,2241.132321
152.3653148,2236.271071,151.5749551,2234.58901
152.0107425,2229.716859,151.1297784,2228.045711
151.6566673,2223.162611,150.6843675,2221.502423
151.3030706,2216.60833,150.2387436,2214.959144
150.9499281,2210.054015,149.7929245,2208.415874
150.5972126,2203.499669,149.346926,2201.872612
150.244888,2196.945293,148.9007673,2195.329357
149.8929166,2190.390887,148.4544618,2188.786108
149.5412543,2183.836454,148.0080275,2182.242864
149.1898559,2177.281997,147.5614784,2175.699625
148.8386795,2170.727516,147.1148288,2169.15639
148.4876814,2164.173016,146.6680958,2162.613157
148.1368255,2157.618499,146.2212938,2156.069928
147.7860813,2151.063967,145.7744367,2149.5267
147.4354321,2144.509426,145.327541,2142.983473
147.0848748,2137.954877,144.880622,2136.440246
146.7344197,2131.400324,144.4336949,2129.897018
146.3840979,2124.845772,143.9867762,2123.353789
146.0339586,2118.291223,143.5398817,2116.810557
145.6840706,2111.736681,143.093027,2110.267323
145.3345168,2105.182147,142.6462299,2103.724084
144.9853988,2098.627624,142.1995069,2097.18084
144.6368285,2092.073112,141.7528743,2090.63759
144.2889243,2085.518612,141.3063506,2084.094334
143.9418086,2078.964122,140.8599542,2077.551069
143.5955965,2072.40964,140.4137045,2071.007795
143.2503923,2065.855163,139.9676213,2064.464511
142.9062823,2059.300686,139.5217269,2057.921216
142.5633288,2052.746204,139.0760444,2051.377908
142.221563,2046.19171,138.6305979,2044.834586
141.8809807,2039.637198,138.1854144,2038.291248
141.5415393,2033.08266,137.7405234,2031.747893
141.2031566,2026.52809,137.2959548,2025.204519
140.8657093,2019.973481,136.8517435,2018.661124
140.5290342,2013.418828,136.407925,2012.117705
140.1929348,2006.864125,135.9645378,2005.574262
139.8571852,2000.309372,135.5216235,1999.030791
139.5215372,1993.754566,135.0792264,1992.48729
139.1857274,1987.199708,134.6373936,1985.943756
138.84949,1980.644803,134.196175,1979.400186
138.5125648,1974.089854,133.755623,1972.856577
138.174709,1967.53487,133.3157931,1966.312925
137.8357042,1960.979861,132.8767421,1959.769228
137.4953691,1954.424836,132.4385311,1953.225482
137.1535635,1947.869808,132.0012212,1946.681683
136.8101988,1941.314791,131.564876,1940.137826
136.4652383,1934.759797,131.1295598,1933.593909
136.1186993,1928.204839,130.6953362,1927.049927
135.7706536,1921.649932,130.2622693,1920.505876
135.4212259,1915.095085,129.8304223,1913.961753
135.070585,1908.54031,129.3998536,1907.417552
134.718936,1901.985612,128.9706217,1900.873272
134.3665144,1895.430999,128.5427776,1894.328907
134.013573,1888.876471,128.1163712,1887.784456
133.6603704,1882.322028,127.6914423,1881.239916
133.3071611,1875.767667,127.2680288,1874.695283
132.9541843,1869.21338,126.8461595,1868.150556
132.601652,1862.659158,126.4258569,1861.605733
132.2497427,1856.10499,126.0071374,1855.060813
131.8985889,1849.55086,125.5900107,1848.515795
131.5482807,1842.996753,125.1744813,1841.970679
131.1988497,1836.442655,124.7605481,1835.425463
130.850277,1829.888549,124.350793,1828.880149
130.5024886,1823.33442,123.9455992,1822.334736
130.1553534,1816.780253,123.541893,1815.789225
129.8086913,1810.226038,123.1396463,1809.243616
129.4622761,1803.671765,122.7388313,1802.697909
129.1158343,1797.117426,122.3394205,1796.152105
128.7690571,1790.563018,121.941388,1789.606206
128.421607,1784.00854,121.5451547,1783.060211
128.0731177,1777.453993,121.1513777,1776.514121
127.723216,1770.899384,120.7589401,1769.967937
127.3715161,1764.344719,120.3678162,1763.42166
127.017641,1757.790011,119.9779785,1756.875291
126.6612295,1751.235271,119.5894003,1750.328831
126.3019445,1744.680515,119.2020516,1743.782281
125.9394893,1738.12576,118.8159045,1737.235642
125.573611,1731.571026,118.4309296,1730.688916
125.2041171,1725.016332,118.0470993,1724.142105
124.8308783,1718.461699,117.6643873,1717.59521
124.4611301,1711.90715,117.2827712,1711.048234
124.0897657,1705.352704,116.9022301,1704.501178
123.7218028,1698.798385,116.5227493,1697.954044
123.3574657,1692.244211,116.1443182,1691.406835
122.9915624,1685.691259,115.766932,1684.859552
122.6219102,1679.138594,115.3905928,1678.312197
122.2484562,1672.586141,115.015307,1671.764772
121.8712203,1666.033896,114.6410882,1665.217278
121.4947844,1659.481853,114.2679557,1658.669718
121.1188898,1652.930001,113.8959309,1652.122091
120.7394279,1646.378325,113.5250386,1645.574399
120.356551,1639.826811,113.155303,1639.026644
119.9704675,1633.27544,112.7867446,1632.478826
119.5814334,1626.724196,112.4193777,1625.930946
119.1897417,1620.173058,112.0532056,1619.383006
118.7957081,1613.62201,111.688216,1612.835008
118.399662,1607.071035,111.3243739,1606.286954
118.0019316,1600.520116,110.9616172,1599.738848
117.6028339,1593.969241,110.5998503,1593.190695
117.2026641,1587.418398,110.2389335,1586.642502
116.8016817,1580.867579,109.8786791,1580.094278
116.3998134,1574.312058,109.5185809,1573.541316
115.9975073,1567.756558,109.15864,1566.988352
115.5948853,1561.201078,108.7986376,1560.435394
115.1920496,1554.645614,108.4383917,1553.882452
114.7890835,1548.090164,108.0777514,1547.329531
114.3860574,1541.534728,107.7165973,1540.776636
113.9830313,1534.979303,107.3548348,1534.223771
113.5800563,1528.423888,106.9923933,1527.670939
113.1771743,1521.868483,106.6292215,1521.118141
112.7744189,1515.313087,106.2652844,1514.56538
112.3718163,1508.7577,105.9005611,1508.012655
111.9693832,1502.202321,105.5350432,1501.459968
111.5671271,1495.64695,105.1687309,1494.907319
111.1650489,1489.091588,104.8016313,1488.354709
110.7631386,1482.536236,104.433755,1481.802137
110.361378,1475.980893,104.0651168,1475.249604
109.9597401,1469.425563,103.6957328,1468.69711
109.5581893,1462.870245,103.3256197,1462.144655
109.15668,1456.314941,102.9547917,1455.592239
108.7551601,1449.759653,102.5832621,1449.039863
108.3535694,1443.204383,102.2110422,1442.487527
107.9518409,1436.649134,101.8381384,1435.935232
107.5499017,1430.093907,101.4645556,1429.382978
107.1476747,1423.538704,101.0902945,1422.830767
106.7450769,1416.983529,100.7153522,1416.278599
106.3420244,1410.428383,100.3397219,1409.726475
105.938432,1403.87327,99.96339428,1403.174396
105.5342136,1397.31819,99.58635607,1396.622364
105.1292833,1390.763148,99.20859182,1390.070381
104.7235589,1384.208144,98.83008332,1383.518447
104.3169607,1377.653182,98.4508097,1376.966565
103.9094129,1371.098263,98.07074922,1370.414737
103.500845,1364.543388,97.68987808,1363.862963
103.091194,1357.98856,97.30817088,1357.311246
102.6804013,1351.433779,96.92560233,1350.759588
102.2684162,1344.879046,96.54214576,1344.207991
101.8551972,1338.324364,96.15777482,1337.656457
101.4407092,1331.769731,95.77246284,1331.104988
101.0249238,1325.215149,95.38618266,1324.553586
100.6078232,1318.660617,94.99890761,1318.002253
100.1893948,1312.106137,94.61061216,1311.450991
99.76963444,1305.551707,94.2212703,1304.899802
99.34854484,1298.997328,93.83085595,1298.348688
98.92613511,1292.443,93.43934472,1291.797651
98.50241979,1285.888723,93.04671211,1285.246693
98.07741823,1279.334496,92.65293347,1278.695815
97.65115525,1272.780319,92.25798503,1272.145019
97.22365941,1266.226193,91.86184336,1265.594307
96.79496172,1259.672117,91.46448537,1259.043681
96.36509522,1253.118092,91.0658882,1252.493142
95.93409516,1246.564118,90.66602994,1245.942691
95.50199668,1240.010197,90.26488817,1239.39233
95.06883517,1233.456328,89.86244216,1232.842059
94.6346459,1226.902514,89.45867086,1226.291881
94.1994607,1220.348755,89.05355576,1219.741796
93.76331151,1213.795054,88.64707793,1213.191806
93.32622552,1207.241411,88.2392212,1206.64191
92.88822695,1200.687829,87.82997123,1200.09211
92.44933572,1194.13431,87.41931491,1193.542407
92.00956812,1187.580857,87.00724312,1186.9928
91.56893331,1181.027472,86.59374851,1180.443291
91.1274368,1174.474158,86.17882815,1173.893879
90.68507716,1167.920918,85.76248271,1167.344565
90.2418463,1161.367754,85.34471597,1160.795349
89.79773155,1154.814671,84.92553735,1154.246229
89.35271268,1148.26167,84.50495971,1147.697207
88.90676296,1141.708756,84.083001,1141.148281
88.45985003,1135.155931,83.65968377,1134.59945
88.01193548,1128.603569,83.23503536,1128.050713
87.56297483,1122.051401,82.80908689,1121.502069
87.11291948,1115.499352,82.38187417,1114.953517
86.66171526,1108.947425,81.95343689,1108.405055
86.2093054,1102.39562,81.52381801,1101.856681
85.75562798,1095.843941,81.09306285,1095.308392
85.3006207,1089.292388,80.66121991,1088.760188
84.8442196,1082.740962,80.22833884,1082.212064
84.38635734,1076.189664,79.79447048,1075.664019
83.92697058,1069.638494,79.35966567,1069.116051
83.46599461,1063.087454,78.92397593,1062.568155
83.0033681,1056.536543,78.48745047,1056.02033
82.53903181,1049.985763,78.05013787,1049.472572
82.07293042,1043.435114,77.61208437,1042.924879
81.60501266,1036.884595,77.17333343,1036.377247
81.13523272,1030.334209,76.73392529,1029.829675
80.66354889,1023.783955,76.29389702,1023.282158
80.18992797,1017.233834,75.85328122,1016.734695
79.71433939,1010.683847,75.41210646,1010.187283
79.23676194,1004.133996,74.97039786,1003.63992
78.75717947,997.584281,74.52817496,997.0926029
78.2755815,991.0347038,74.08545316,990.5453307
77.79196606,984.4852658,73.64224416,983.9981015
77.30633428,977.9359686,73.19855383,977.4509137
76.81869468,971.3868139,72.75438471,970.9037663
76.32906081,964.8378034,72.30973432,964.3566584
75.83744971,958.2889388,71.86459622,957.8095891
75.34388316,951.740222,71.41895977,951.2625582
74.84838753,945.1916545,70.97281031,944.7155657
74.35099127,938.6432382,70.52612946,938.1686118
73.85172366,932.0949746,70.07889483,931.6216968
73.35061911,925.5468651,69.63108124,925.0748217
72.84770998,918.998911,69.1826583,918.5279875
72.34303173,912.4511135,68.73359449,911.9811954
71.83661773,905.9034733,68.28385312,905.4344473
71.32850268,899.3559912,67.83339564,898.8877448
70.8187187,892.8086676,67.38218037,892.3410902
70.307299,886.2615026,66.93016245,885.7944856
69.79427342,879.7144962,66.47729525,879.2479339
69.27967117,873.1676481,66.02352914,872.7014378
68.76351803,866.6209577,65.56881311,866.1550002
68.2458388,860.0744241,65.11309426,859.6086244
67.72665523,853.5280463,64.65631795,853.0623138
67.20598751,846.9818231,64.19842918,846.5160717
66.68385219,840.4357529,63.73937227,839.969902
66.1602644,833.8898342,63.27909052,833.4238082
65.63523612,827.3440652,62.81752937,826.8777942
65.10877774,820.798444,62.3546334,820.3318638
64.58089629,814.2529685,61.89035,813.786021
64.05159804,807.7076367,61.42462758,807.2402696
63.52088556,801.1624465,60.95741767,800.6946133
62.98876075,794.6173956,60.48867463,794.149056
62.4552241,788.0724818,60.01835618,787.6036013
61.92027363,781.527703,59.54642502,781.0582528
61.38390634,774.9830571,59.07284697,774.5130136
60.84611842,768.4385418,58.59759356,767.9678871
60.30690566,761.8941552,58.12064147,761.422876
59.76626179,755.3498953,57.64197285,754.877983
59.22418121,748.8057602,57.16157473,748.3332105
58.68065751,742.2617482,56.67944061,741.7885605
58.13568534,735.7178575,56.19556972,735.2440347
57.58925783,729.1740868,55.70996703,728.6996344
57.0413695,722.6304345,55.22264253,722.1553607
56.49201529,716.0868996,54.7336127,715.6112141
55.94119122,709.5434808,54.24289921,709.067195
55.38889303,703.0001774,53.75052878,702.5233031
54.8351186,696.4569885,53.25653385,695.9795381
54.27986649,689.9139137,52.76095079,689.4358992
53.72313595,683.3709525,52.2638223,682.8923853
53.16492829,676.828105,51.76519422,676.3489948
52.60524515,670.285371,51.26511728,669.8057261
52.04409061,663.7427509,50.76364702,663.2625774
51.48146879,657.200245,50.26084223,656.7195463
50.9173858,650.6578542,49.75676633,650.1766305
50.35184835,644.1155792,49.2514849,643.6338275
49.78486478,637.5734211,48.7450683,637.0911348
49.21644357,631.0313812,48.23758791,630.5485495
48.64659421,624.4894609,47.72911901,624.0060688
48.07532685,617.9476618,47.21973665,617.4636899
47.50265202,611.4059857,46.70951758,610.9214101
46.92857982,604.8644344,46.1985376,604.3792265
46.35312081,598.32301,45.68687234,597.8371364
45.77628565,591.7817144,45.1745929,591.2951373
45.19808404,585.2405498,44.66176829,584.7532268
44.61852495,578.6995183,44.1484612,578.2114029
44.03761734,572.1586219,43.63472756,571.6696637
43.45536889,565.6178627,43.12061533,565.1280079
42.87178686,559.0772425,42.60616204,558.5864344
42.28687749,552.5367632,42.09139432,552.0449428
41.70064601,545.9964262,41.57632633,545.5035334
41.11309774,539.4562328,41.06095849,538.962207
40.52423691,532.916184,40.54527631,532.4209653
39.93406813,526.3762807,40.0292503,525.879811
39.34259602,519.8365229,39.51283525,519.3387475
38.74982557,513.2969108,38.99597018,512.7977794
38.15576339,506.7574437,38.47857882,506.2569124
37.56041731,500.2181208,37.96057015,499.7161532
36.963798,493.6789405,37.44183964,493.1755097
36.36591832,487.1399009,36.92226985,486.634991
35.7667957,480.6009995,36.40173344,480.0946074
35.16645156,474.0622334,35.88009407,473.5543703
34.56491307,467.5235991,35.35720868,467.0142922
33.9622131,460.9850927,34.83293066,460.4743865
33.35839219,454.4467097,34.30711183,453.9346677
32.75349874,447.9084453,33.77960511,447.3951511
32.14758999,441.3702943,33.25026791,440.8558525
31.54073332,434.8322511,32.71896383,434.3167885
30.93300669,428.2943099,32.18556658,427.7779759
30.32449966,421.7564646,31.64996164,421.2394318
29.7153145,415.2187092,31.11204877,414.7011735
29.1055668,408.6810372,30.57174498,408.1632179
28.49538642,402.1434426,30.02898563,401.6255819
27.88491783,395.6059191,29.48372724,395.0882816
27.27432176,389.0684609,28.93594864,388.5513328
26.66377497,382.5310622,28.38565259,382.0147503
26.05347186,375.9937176,27.83286704,375.478548
25.4436245,369.4564222,27.27764623,368.9427388
24.834464,362.9191715,26.72007228,362.4073344
24.22624138,356.3819612,26.16025496,355.8723452
23.61922825,349.8447881,25.598334,349.3377804
23.01371857,343.307649,25.03447894,342.8036478
22.41002956,336.7705416,24.4688911,336.2699538
21.80850405,330.2334641,23.90180371,329.7367033
21.20951212,323.6964151,23.33348436,323.2038999
20.613454,317.159394,22.76423556,316.6715461
20.02076321,310.6224005,22.1943975,310.1396428
19.43191033,304.0854348,21.62435007,303.6081899
18.84740787,297.5484975,21.05451544,297.0771862
18.26781561,291.0115896,20.48536178,290.5466294
17.69374744,284.4747122,19.91740681,284.0165162
17.12587896,277.9378671,19.35122247,277.4868428
16.56495686,271.4010557,18.78744061,270.9576045
16.01180927,264.8642799,18.2267591,264.4287961
15.46735809,258.3275416,17.66994876,257.900412
14.93263249,251.7908427,17.11822683,251.3724463
14.40878431,245.2541852,16.57240073,244.8448929
13.89710474,238.717571,16.03275854,238.3177456
13.39904204,232.181002,15.50049096,231.7909987
12.91621985,225.6444798,14.97693248,225.2646462
12.45045498,219.1080063,14.46357914,218.738683
12.00377314,212.5715829,13.96210853,212.2131044
11.5784205,206.0352112,13.47440206,205.6879064
11.17686819,199.4988925,13.00256605,199.1630857
10.80180564,192.9626279,12.54895403,192.6386404
10.45611842,186.4264186,12.11618592,186.1145693
10.14284535,179.8902653,11.70716149,179.5908726
9.865110439,173.354169,11.32506342,173.0675518
9.626026673,166.81813,10.97334575,166.5446096
9.428572077,160.2821489,10.65569891,160.0220498
9.275443778,153.7462261,10.37598603,153.4998777
9.168901705,147.2103615,10.1381434,146.9780989
9.110619488,140.6745553,9.946043268,140.4567199
